age,age_bin,annualincome,calldroprate,callfailurerate,callingnum,customerid,customersuspended,education,gender,homeowner,maritalstatus,monthlybilledamount,noadditionallines,numberofcomplaints,numberofmonthunpaid,numdayscontractequipmentplanexpiring,occupation,penaltytoswitch,state,totalminsusedinlastmonth,unpaidbalance,usesinternetservice,usesvoiceservice,percentagecalloutsidenetwork,totalcallduration,avgcallduration,churn
19,0-39,62972,0,0.01,4251044299,4510,Yes,Bachelor or equivalent,Male,Yes,Married,62,\N,3,4,1,Technology Related Job,404,TX,495,237,No,No,0.21,4208,601,0
35,20-39,61001,0.02,0.03,4251056543,4511,Yes,Master or equivalent,Female,Yes,Married,70,\N,2,1,41,Others,264,GA,498,97,No,Yes,0.42,2075,518,0
35,20-39,61001,0.02,0.03,4251056543,4511,Yes,Master or equivalent,Female,Yes,Married,70,\N,2,1,41,Others,264,GA,498,97,No,Yes,0.42,4066,813,0
65,60-79,171901,0,0.03,4251079154,4512,Yes,Master or equivalent,Male,Yes,Married,8,\N,3,7,60,Technology Related Job,436,ID,195,112,No,No,0.88,2506,835,0
65,60-79,171901,0,0.03,4251079154,4512,Yes,Master or equivalent,Male,Yes,Married,8,\N,3,7,60,Technology Related Job,436,ID,195,112,No,No,0.88,3139,784,0
13,0-19,169930,0.02,0.01,4251041871,4513,Yes,High School or below,Male,Yes,Single,15,\N,1,4,0,Others,296,NH,199,222,Yes,No,0.09,3841,960,0
13,0-19,169930,0.02,0.01,4251041871,4513,Yes,High School or below,Male,Yes,Single,15,\N,1,4,0,Others,296,NH,199,222,Yes,No,0.09,2515,838,0
43,40-59,30831,0,0.01,4251043183,4514,Yes,High School or below,Female,No,Single,73,\N,3,2,19,Technology Related Job,469,NM,396,237,No,No,0.55,3227,1075,0
59,40-79,28860,0.02,0.03,4251072297,4515,Yes,High School or below,Male,No,Married,81,\N,1,7,59,Others,329,WA,399,97,No,No,0.76,2423,605,0
59,40-79,28860,0.02,0.03,4251072297,4515,Yes,High School or below,Male,No,Married,81,\N,1,7,59,Others,329,WA,399,97,No,No,0.76,4455,636,0
22,20-39,139760,0.01,0.03,4251039988,4516,Yes,High School or below,Female,Yes,Single,19,\N,2,5,78,Technology Related Job,1,WI,96,112,No,No,0.21,1964,654,0
22,20-39,139760,0.01,0.03,4251039988,4516,Yes,High School or below,Female,Yes,Single,19,\N,2,5,78,Technology Related Job,1,WI,96,112,No,No,0.21,4648,774,0
38,20-39,137789,0.03,0.01,4251066535,4517,Yes,Bachelor or equivalent,Female,Yes,Married,26,\N,1,2,18,Others,361,KS,99,222,No,No,0.42,5599,799,1
38,20-39,137789,0.03,0.01,4251066535,4517,Yes,Bachelor or equivalent,Female,Yes,Married,26,\N,1,2,18,Others,361,KS,99,222,No,No,0.42,1677,838,1
68,60-79,248690,0.01,0.01,4251054563,4518,Yes,Bachelor or equivalent,Male,Yes,Married,84,\N,2,0,37,Technology Related Job,34,LA,296,237,No,No,0.88,1863,310,0
68,60-79,248690,0.01,0.01,4251054563,4518,Yes,Bachelor or equivalent,Male,Yes,Married,84,\N,2,0,37,Technology Related Job,34,LA,296,237,No,No,0.88,4802,960,0
16,0-19,246719,0.03,0.03,4251062709,4519,Yes,Bachelor or equivalent,Male,Yes,Single,91,\N,1,5,77,Others,394,OH,300,97,No,No,0.09,4170,695,0
16,0-19,246719,0.03,0.03,4251062709,4519,Yes,Bachelor or equivalent,Male,Yes,Single,91,\N,1,5,77,Others,394,OH,300,97,No,No,0.09,3685,460,0
16,0-19,246719,0.03,0.03,4251062709,4519,Yes,Bachelor or equivalent,Male,Yes,Single,91,\N,1,5,77,Others,394,OH,300,97,No,No,0.09,352,352,0
46,40-59,107619,0.01,0.03,4251096736,4520,Yes,Master or equivalent,Female,Yes,Single,29,\N,2,3,96,Technology Related Job,66,OR,497,112,No,No,0.55,2623,874,0
46,40-59,107619,0.01,0.03,4251096736,4520,Yes,Master or equivalent,Female,Yes,Single,29,\N,2,3,96,Technology Related Job,66,OR,497,112,No,No,0.55,5859,651,0
62,60-79,105648,0.03,0.01,4251096875,4521,Yes,High School or below,Male,Yes,Single,37,\N,0,0,36,Others,426,AZ,0,222,No,No,0.76,1207,402,0
62,60-79,105648,0.03,0.01,4251096875,4521,Yes,High School or below,Male,Yes,Single,37,\N,0,0,36,Others,426,AZ,0,222,No,No,0.76,5006,715,0
25,20-39,216548,0.01,0.01,4251016502,4522,Yes,High School or below,Female,Yes,Single,95,\N,2,6,55,Technology Related Job,99,CA,197,237,No,No,0.21,5845,974,0
25,20-39,216548,0.01,0.01,4251016502,4522,Yes,High School or below,Female,Yes,Single,95,\N,2,6,55,Technology Related Job,99,CA,197,237,No,No,0.21,2547,636,0
40,40-59,214577,0.03,0.03,4251092799,4523,Yes,High School or below,Female,No,Married,102,\N,0,4,95,Others,459,MI,200,97,No,No,0.43,3926,981,0
40,40-59,214577,0.03,0.03,4251092799,4523,Yes,High School or below,Female,No,Married,102,\N,0,4,95,Others,459,MI,200,97,No,No,0.43,4474,559,0
71,60-79,75478,0.02,0.03,4251012847,4524,Yes,High School or below,Male,Yes,Married,40,\N,1,1,14,Technology Related Job,131,MS,397,112,No,Yes,0.88,3620,603,0
71,60-79,75478,0.02,0.03,4251012847,4524,Yes,High School or below,Male,Yes,Married,40,\N,1,1,14,Technology Related Job,131,MS,397,112,No,Yes,0.88,2920,730,0
19,0-39,73507,0.04,0.01,4251011211,4525,Yes,Bachelor or equivalent,Male,Yes,Single,48,\N,0,7,54,Others,492,SD,401,222,No,No,0.09,5496,785,0
19,0-39,73507,0.04,0.01,4251011211,4525,Yes,Bachelor or equivalent,Male,Yes,Single,48,\N,0,7,54,Others,492,SD,401,222,No,No,0.09,4398,733,0
49,40-59,184407,0.02,0.01,4251063303,4526,Yes,Bachelor or equivalent,Female,Yes,Married,106,\N,1,4,72,Technology Related Job,164,TX,98,237,No,No,0.55,5934,741,0
49,40-59,184407,0.02,0.01,4251063303,4526,Yes,Bachelor or equivalent,Female,Yes,Married,106,\N,1,4,72,Technology Related Job,164,TX,98,237,No,No,0.55,4468,893,0
65,60-79,182436,0.04,0.03,4251020140,4527,Yes,Bachelor or equivalent,Male,Yes,Single,113,\N,3,2,13,Others,24,FL,101,97,No,No,0.76,3641,606,0
65,60-79,182436,0.04,0.03,4251020140,4527,Yes,Bachelor or equivalent,Male,Yes,Single,113,\N,3,2,13,Others,24,FL,101,97,No,No,0.76,4199,699,0
65,60-79,182436,0.04,0.03,4251020140,4527,Yes,Bachelor or equivalent,Male,Yes,Single,113,\N,3,2,13,Others,24,FL,101,97,No,No,0.76,1303,1303,0
27,20-39,43336,0.02,0.03,4251081835,4528,Yes,Master or equivalent,Female,No,Single,51,\N,1,7,31,Technology Related Job,197,HI,298,112,No,No,0.22,723,361,0
27,20-39,43336,0.02,0.03,4251081835,4528,Yes,Master or equivalent,Female,No,Single,51,\N,1,7,31,Technology Related Job,197,HI,298,112,No,No,0.22,3488,697,0
43,40-59,41365,0.04,0.01,4251017984,4529,Yes,PhD or equivalent,Female,No,Married,58,\N,3,5,72,Others,57,NV,301,222,No,No,0.43,3114,778,0
43,40-59,41365,0.04,0.01,4251017984,4529,Yes,PhD or equivalent,Female,No,Married,58,\N,3,5,72,Others,57,NV,301,222,No,No,0.43,6854,979,0
74,60-79,152266,0.02,0.01,4251071066,4530,Yes,High School or below,Male,Yes,Married,116,\N,0,2,90,Technology Related Job,229,NJ,498,237,No,No,0.88,4716,1179,0
74,60-79,152266,0.02,0.01,4251071066,4530,Yes,High School or below,Male,Yes,Married,116,\N,0,2,90,Technology Related Job,229,NJ,498,237,No,No,0.88,4424,737,0
21,20-39,150295,0.04,0.03,4251064925,4531,Yes,High School or below,Male,Yes,Married,4,\N,3,0,31,Others,89,WA,2,97,No,No,0.09,5564,927,0
21,20-39,150295,0.04,0.03,4251064925,4531,Yes,High School or below,Male,Yes,Married,4,\N,3,0,31,Others,89,WA,2,97,No,No,0.09,3690,922,0
52,40-59,11195,0.03,0.03,4251085661,4532,Yes,High School or below,Female,Yes,Married,62,\N,0,5,49,Technology Related Job,262,WI,198,112,No,No,0.55,3829,957,0
52,40-59,11195,0.03,0.03,4251085661,4532,Yes,High School or below,Female,Yes,Married,62,\N,0,5,49,Technology Related Job,262,WI,198,112,No,No,0.55,4756,679,0
68,60-79,9224,0.05,0.01,4251080594,4533,Yes,High School or below,Male,Yes,Single,69,\N,3,3,90,Others,122,IA,202,222,No,Yes,0.76,4278,855,0
68,60-79,9224,0.05,0.01,4251080594,4533,Yes,High School or below,Male,Yes,Single,69,\N,3,3,90,Others,122,IA,202,222,No,Yes,0.76,3874,645,0
30,20-39,120124,0.03,0.01,4251051902,4534,Yes,Bachelor or equivalent,Female,No,Single,7,\N,0,1,8,Technology Related Job,294,KY,399,237,No,No,0.22,4783,956,0
30,20-39,120124,0.03,0.01,4251051902,4534,Yes,Bachelor or equivalent,Female,No,Single,7,\N,0,1,8,Technology Related Job,294,KY,399,237,No,No,0.22,7080,786,0
30,20-39,120124,0.03,0.01,4251051902,4534,Yes,Bachelor or equivalent,Female,No,Single,7,\N,0,1,8,Technology Related Job,294,KY,399,237,No,No,0.22,1155,1155,0
46,40-59,118153,0.05,0.03,4251072427,4535,Yes,Bachelor or equivalent,Female,Yes,Married,15,\N,2,6,49,Others,154,ND,402,97,Yes,No,0.43,4832,805,0
46,40-59,118153,0.05,0.03,4251072427,4535,Yes,Bachelor or equivalent,Female,Yes,Married,15,\N,2,6,49,Others,154,ND,402,97,Yes,No,0.43,3898,649,0
76,60-79,229054,0.03,0.03,4251095026,4536,Yes,Bachelor or equivalent,Male,Yes,Single,72,\N,0,4,67,Technology Related Job,327,OK,99,112,No,No,0.88,1841,613,0
76,60-79,229054,0.03,0.03,4251095026,4536,Yes,Bachelor or equivalent,Male,Yes,Single,72,\N,0,4,67,Technology Related Job,327,OK,99,112,No,No,0.88,5174,646,0
24,20-39,227083,0.05,0.01,4251022879,4537,Yes,Master or equivalent,Male,No,Married,80,\N,2,1,8,Others,187,AZ,102,222,No,No,0.1,4102,586,0
24,20-39,227083,0.05,0.01,4251022879,4537,Yes,Master or equivalent,Male,No,Married,80,\N,2,1,8,Others,187,AZ,102,222,No,No,0.1,6596,824,0
55,40-59,87983,0.03,0.01,4251052394,4538,Yes,PhD or equivalent,Female,Yes,Married,18,\N,3,7,26,Technology Related Job,359,CA,299,237,No,No,0.55,2759,919,0
55,40-59,87983,0.03,0.01,4251052394,4538,Yes,PhD or equivalent,Female,Yes,Married,18,\N,3,7,26,Technology Related Job,359,CA,299,237,No,No,0.55,2807,935,0
71,60-79,86012,0.05,0.03,4251041416,4539,Yes,High School or below,Male,Yes,Single,25,\N,2,4,66,Others,219,MI,303,97,No,No,0.76,6714,839,0
71,60-79,86012,0.05,0.03,4251041416,4539,Yes,High School or below,Male,Yes,Single,25,\N,2,4,66,Others,219,MI,303,97,No,No,0.76,998,499,0
33,20-39,196913,0.04,0.03,4251029726,4540,Yes,High School or below,Female,Yes,Single,83,\N,3,2,85,Technology Related Job,392,MN,0,112,No,No,0.22,6066,674,0
33,20-39,196913,0.04,0.03,4251029726,4540,Yes,High School or below,Female,Yes,Single,83,\N,3,2,85,Technology Related Job,392,MN,0,112,No,No,0.22,6978,872,0
49,40-59,194942,0.06,0.01,4251048848,4541,Yes,High School or below,Female,Yes,Single,91,\N,2,7,25,Others,252,SC,3,221,No,No,0.43,4559,569,0
49,40-59,194942,0.06,0.01,4251048848,4541,Yes,High School or below,Female,Yes,Single,91,\N,2,7,25,Others,252,SC,3,221,No,No,0.43,3875,645,0
49,40-59,194942,0.06,0.01,4251048848,4541,Yes,High School or below,Female,Yes,Single,91,\N,2,7,25,Others,252,SC,3,221,No,No,0.43,721,721,0
79,60-99,55842,0.04,0.01,4251043470,4542,Yes,High School or below,Male,No,Single,29,\N,3,5,44,Technology Related Job,424,TN,200,236,No,No,0.89,6503,812,1
79,60-99,55842,0.04,0.01,4251043470,4542,Yes,High School or below,Male,No,Single,29,\N,3,5,44,Technology Related Job,424,TN,200,236,No,No,0.89,2879,719,1
27,20-39,53871,0.06,0.03,4251075652,4543,Yes,Bachelor or equivalent,Female,No,Married,36,\N,1,2,84,Others,285,FL,203,96,No,No,0.1,6171,685,0
27,20-39,53871,0.06,0.03,4251075652,4543,Yes,Bachelor or equivalent,Female,No,Married,36,\N,1,2,84,Others,285,FL,203,96,No,No,0.1,5095,727,0
57,40-59,164771,0.04,0.03,4251061544,4544,Yes,Bachelor or equivalent,Female,Yes,Married,94,\N,3,0,3,Technology Related Job,457,HI,400,111,No,No,0.55,3958,565,0
57,40-59,164771,0.04,0.03,4251061544,4544,Yes,Bachelor or equivalent,Female,Yes,Married,94,\N,3,0,3,Technology Related Job,457,HI,400,111,No,No,0.55,1955,651,0
73,60-79,162800,0.06,0.01,4251073805,4545,No,Master or equivalent,Male,Yes,Single,101,\N,1,5,43,Technology Related Job,317,NV,404,221,No,No,0.76,1524,762,1
73,60-79,162800,0.06,0.01,4251073805,4545,No,Master or equivalent,Male,Yes,Single,101,\N,1,5,43,Technology Related Job,317,NV,404,221,No,No,0.76,7313,731,1
36,20-39,23701,0.04,0.01,4251021036,4546,Yes,Master or equivalent,Female,Yes,Married,39,\N,2,3,62,Technology Related Job,490,NH,101,236,No,Yes,0.22,3041,760,0
36,20-39,23701,0.04,0.01,4251021036,4546,Yes,Master or equivalent,Female,Yes,Married,39,\N,2,3,62,Technology Related Job,490,NH,101,236,No,Yes,0.22,1333,444,0
52,40-59,21730,0.06,0.03,4251066825,4547,Yes,High School or below,Female,Yes,Single,47,\N,1,0,2,Technology Related Job,350,VA,104,96,No,No,0.43,4072,678,0
52,40-59,21730,0.06,0.03,4251066825,4547,Yes,High School or below,Female,Yes,Single,47,\N,1,0,2,Technology Related Job,350,VA,104,96,No,No,0.43,4535,907,0
14,0-19,132630,0.05,0.03,4251073683,4548,Yes,High School or below,Male,No,Single,105,\N,2,6,21,Technology Related Job,22,WV,301,111,No,No,0.89,3718,743,0
14,0-19,132630,0.05,0.03,4251073683,4548,Yes,High School or below,Male,No,Single,105,\N,2,6,21,Technology Related Job,22,WV,301,111,No,No,0.89,3468,495,0
30,20-39,130659,0.07,0.01,4251014090,4549,Yes,High School or below,Female,Yes,Married,112,\N,0,3,61,Technology Related Job,382,IA,304,221,No,No,0.1,556,278,0
30,20-39,130659,0.07,0.01,4251014090,4549,Yes,High School or below,Female,Yes,Married,112,\N,0,3,61,Technology Related Job,382,IA,304,221,No,No,0.1,3719,619,0
60,60-79,241559,0.05,0.01,4251027369,4550,Yes,High School or below,Male,Yes,Married,50,\N,2,1,80,Technology Related Job,55,KY,1,236,No,No,0.55,3874,553,1
60,60-79,241559,0.05,0.01,4251027369,4550,Yes,High School or below,Male,Yes,Married,50,\N,2,1,80,Technology Related Job,55,KY,1,236,No,No,0.55,1220,406,1
76,60-79,239588,0.07,0.02,4251027967,4551,Yes,Bachelor or equivalent,Male,Yes,Married,58,\N,0,7,20,Technology Related Job,415,ND,5,96,No,No,0.77,3470,867,0
76,60-79,239588,0.07,0.02,4251027967,4551,Yes,Bachelor or equivalent,Male,Yes,Married,58,\N,0,7,20,Technology Related Job,415,ND,5,96,No,No,0.77,3617,602,0
38,20-39,100489,0.05,0.03,4251015976,4552,Yes,Bachelor or equivalent,Female,Yes,Married,116,\N,1,4,39,Technology Related Job,87,OH,202,111,Yes,No,0.22,5807,1161,0
38,20-39,100489,0.05,0.03,4251015976,4552,Yes,Bachelor or equivalent,Female,Yes,Married,116,\N,1,4,39,Technology Related Job,87,OH,202,111,Yes,No,0.22,4056,811,0
54,40-59,98518,0.07,0,4251015419,4553,Yes,Master or equivalent,Female,Yes,Single,3,\N,0,2,79,Technology Related Job,447,AK,205,221,No,No,0.43,3134,1044,0
54,40-59,98518,0.07,0,4251015419,4553,Yes,Master or equivalent,Female,Yes,Single,3,\N,0,2,79,Technology Related Job,447,AK,205,221,No,No,0.43,2579,644,0
17,0-19,209418,0.05,0.01,4251098412,4554,Yes,Master or equivalent,Male,Yes,Single,61,\N,1,7,98,Technology Related Job,120,AR,402,236,No,No,0.89,1119,223,0
17,0-19,209418,0.05,0.01,4251098412,4554,Yes,Master or equivalent,Male,Yes,Single,61,\N,1,7,98,Technology Related Job,120,AR,402,236,No,No,0.89,1940,646,0
33,20-39,207447,0,0.02,4251020565,4555,Yes,High School or below,Female,Yes,Married,68,\N,0,5,38,Technology Related Job,480,MA,405,96,No,Yes,0.1,5613,701,0
33,20-39,207447,0,0.02,4251020565,4555,Yes,High School or below,Female,Yes,Married,68,\N,0,5,38,Technology Related Job,480,MA,405,96,No,Yes,0.1,2685,1342,0
63,60-79,68348,0.06,0.03,4251069194,4556,Yes,High School or below,Male,No,Single,6,\N,1,2,56,Technology Related Job,152,MN,102,111,No,No,0.56,3517,586,0
63,60-79,68348,0.06,0.03,4251069194,4556,Yes,High School or below,Male,No,Single,6,\N,1,2,56,Technology Related Job,152,MN,102,111,No,No,0.56,5405,772,0
79,60-99,66376,0,0,4251037868,4557,Yes,High School or below,Male,No,Married,14,\N,3,0,97,Technology Related Job,12,SC,105,221,No,No,0.77,1907,476,1
79,60-99,66376,0,0,4251037868,4557,Yes,High School or below,Male,No,Married,14,\N,3,0,97,Technology Related Job,12,SC,105,221,No,No,0.77,5840,834,1
41,40-59,177277,0.06,0.01,4251029164,4558,Yes,High School or below,Female,Yes,Married,72,\N,1,5,15,Technology Related Job,185,SD,302,236,No,No,0.22,6839,977,0
41,40-59,177277,0.06,0.01,4251029164,4558,Yes,High School or below,Female,Yes,Married,72,\N,1,5,15,Technology Related Job,185,SD,302,236,No,No,0.22,4128,1032,0
57,40-59,175306,0,0.02,4251074945,4559,Yes,Bachelor or equivalent,Female,Yes,Single,79,\N,3,3,56,Technology Related Job,45,DE,306,96,No,No,0.43,3320,474,0
57,40-59,175306,0,0.02,4251074945,4559,Yes,Bachelor or equivalent,Female,Yes,Single,79,\N,3,3,56,Technology Related Job,45,DE,306,96,No,No,0.43,372,186,0
20,20-39,36206,0.06,0.03,4251027851,4560,Yes,Bachelor or equivalent,Male,Yes,Single,17,\N,0,0,74,Technology Related Job,217,GA,3,111,No,No,0.89,1552,517,0
20,20-39,36206,0.06,0.03,4251027851,4560,Yes,Bachelor or equivalent,Male,Yes,Single,17,\N,0,0,74,Technology Related Job,217,GA,3,111,No,No,0.89,3158,789,0
20,20-39,36206,0.06,0.03,4251027851,4560,Yes,Bachelor or equivalent,Male,Yes,Single,17,\N,0,0,74,Technology Related Job,217,GA,3,111,No,No,0.89,1309,1309,0
35,20-39,34235,0,0,4251058225,4561,Yes,Bachelor or equivalent,Female,Yes,Single,25,\N,3,6,15,Technology Related Job,78,NE,6,221,No,No,0.1,3849,962,0
35,20-39,34235,0,0,4251058225,4561,Yes,Bachelor or equivalent,Female,Yes,Single,25,\N,3,6,15,Technology Related Job,78,NE,6,221,No,No,0.1,5523,789,0
66,60-79,145136,0.06,0.01,4251076128,4562,Yes,Master or equivalent,Male,No,Single,82,\N,0,4,33,Technology Related Job,250,NH,203,236,No,No,0.56,7147,714,0
66,60-79,145136,0.06,0.01,4251076128,4562,Yes,Master or equivalent,Male,No,Single,82,\N,0,4,33,Technology Related Job,250,NH,203,236,No,No,0.56,4126,687,0
14,0-19,143165,0.01,0.02,4251039247,4563,Yes,High School or below,Male,Yes,Married,90,\N,3,1,74,Technology Related Job,110,VA,206,96,No,No,0.77,4262,852,0
14,0-19,143165,0.01,0.02,4251039247,4563,Yes,High School or below,Male,Yes,Married,90,\N,3,1,74,Technology Related Job,110,VA,206,96,No,No,0.77,5265,752,0
44,40-59,4065,0.07,0.03,4251068315,4564,Yes,High School or below,Female,Yes,Married,28,\N,0,7,92,Technology Related Job,283,WA,403,111,No,No,0.22,3642,910,0
44,40-59,4065,0.07,0.03,4251068315,4564,Yes,High School or below,Female,Yes,Married,28,\N,0,7,92,Technology Related Job,283,WA,403,111,No,No,0.22,3661,915,0
60,60-79,2094,0.01,0,4251094854,4565,Yes,High School or below,Female,Yes,Single,35,\N,2,4,33,Technology Related Job,143,IN,407,221,No,No,0.43,1669,834,0
60,60-79,2094,0.01,0,4251094854,4565,Yes,High School or below,Female,Yes,Single,35,\N,2,4,33,Technology Related Job,143,IN,407,221,No,No,0.43,5954,744,0
22,20-39,112994,0.07,0.01,4251026688,4566,Yes,High School or below,Male,Yes,Single,93,\N,0,2,51,Non-technology Related Job,315,KS,104,236,No,No,0.89,4048,578,1
22,20-39,112994,0.07,0.01,4251026688,4566,Yes,High School or below,Male,Yes,Single,93,\N,0,2,51,Non-technology Related Job,315,KS,104,236,No,No,0.89,3415,569,1
38,20-39,111023,0.01,0.02,4251084004,4567,Yes,High School or below,Female,Yes,Single,101,\N,2,7,92,Technology Related Job,175,NC,107,96,No,No,0.1,218,218,1
38,20-39,111023,0.01,0.02,4251084004,4567,Yes,High School or below,Female,Yes,Single,101,\N,2,7,92,Technology Related Job,175,NC,107,96,No,No,0.1,1598,799,1
69,60-79,221924,0.07,0.03,4251038684,4568,Yes,Bachelor or equivalent,Male,Yes,Single,39,\N,3,5,10,Non-technology Related Job,348,OH,304,111,No,Yes,0.56,1354,677,0
69,60-79,221924,0.07,0.03,4251038684,4568,Yes,Bachelor or equivalent,Male,Yes,Single,39,\N,3,5,10,Non-technology Related Job,348,OH,304,111,No,Yes,0.56,3117,1039,0
16,0-19,219953,0.01,0,4251094599,4569,Yes,Bachelor or equivalent,Male,Yes,Married,46,\N,2,2,50,Technology Related Job,208,AK,307,221,No,No,0.77,4271,1067,0
16,0-19,219953,0.01,0,4251094599,4569,Yes,Bachelor or equivalent,Male,Yes,Married,46,\N,2,2,50,Technology Related Job,208,AK,307,221,No,No,0.77,86,86,0
47,40-59,80853,0.07,0.01,4251016678,4570,Yes,Bachelor or equivalent,Female,Yes,Married,104,\N,3,0,69,Non-technology Related Job,380,AZ,4,236,No,No,0.23,1985,661,0
47,40-59,80853,0.07,0.01,4251016678,4570,Yes,Bachelor or equivalent,Female,Yes,Married,104,\N,3,0,69,Non-technology Related Job,380,AZ,4,236,No,No,0.23,1659,331,0
63,60-79,78882,0.02,0.02,4251083137,4571,Yes,PhD or equivalent,Female,No,Single,111,\N,1,5,9,Technology Related Job,240,MD,8,96,No,No,0.44,2925,731,0
63,60-79,78882,0.02,0.02,4251083137,4571,Yes,PhD or equivalent,Female,No,Single,111,\N,1,5,9,Technology Related Job,240,MD,8,96,No,No,0.44,3947,789,0
63,60-79,78882,0.02,0.02,4251083137,4571,Yes,PhD or equivalent,Female,No,Single,111,\N,1,5,9,Technology Related Job,240,MD,8,96,No,No,0.44,612,612,0
25,20-39,189782,0,0.03,4251047621,4572,Yes,High School or below,Male,Yes,Married,49,\N,3,3,28,Non-technology Related Job,413,MI,205,111,No,No,0.89,3877,775,1
25,20-39,189782,0,0.03,4251047621,4572,Yes,High School or below,Male,Yes,Married,49,\N,3,3,28,Non-technology Related Job,413,MI,205,111,No,No,0.89,5259,876,1
41,40-59,187811,0.02,0,4251027418,4573,Yes,High School or below,Female,Yes,Single,57,\N,1,0,68,Technology Related Job,273,RI,208,221,No,No,0.1,1439,359,0
41,40-59,187811,0.02,0,4251027418,4573,Yes,High School or below,Female,Yes,Single,57,\N,1,0,68,Technology Related Job,273,RI,208,221,No,No,0.1,6738,842,0
71,60-79,48712,0,0.01,4251064149,4574,Yes,High School or below,Male,Yes,Single,115,\N,2,6,87,Non-technology Related Job,445,SD,405,236,No,No,0.56,6199,619,0
71,60-79,48712,0,0.01,4251064149,4574,Yes,High School or below,Male,Yes,Single,115,\N,2,6,87,Non-technology Related Job,445,SD,405,236,No,No,0.56,3215,803,0
19,0-39,46741,0.02,0.02,4251013178,4575,Yes,High School or below,Male,Yes,Married,2,\N,1,3,27,Technology Related Job,306,DE,408,96,No,No,0.77,7770,777,1
19,0-39,46741,0.02,0.02,4251013178,4575,Yes,High School or below,Male,Yes,Married,2,\N,1,3,27,Technology Related Job,306,DE,408,96,No,No,0.77,5705,1141,1
50,40-59,157641,0,0.03,4251046772,4576,Yes,High School or below,Female,No,Married,60,\N,2,1,46,Non-technology Related Job,478,FL,105,111,No,No,0.23,5324,887,0
50,40-59,157641,0,0.03,4251046772,4576,Yes,High School or below,Female,No,Married,60,\N,2,1,46,Non-technology Related Job,478,FL,105,111,No,No,0.23,9038,821,0
66,60-79,155670,0.02,0,4251014705,4577,Yes,Bachelor or equivalent,Male,Yes,Married,68,\N,1,6,86,Technology Related Job,338,MT,109,221,Yes,Yes,0.44,1116,372,0
66,60-79,155670,0.02,0,4251014705,4577,Yes,Bachelor or equivalent,Male,Yes,Married,68,\N,1,6,86,Technology Related Job,338,MT,109,221,Yes,Yes,0.44,2708,902,0
28,20-39,16571,0.01,0.01,4251090079,4578,Yes,Bachelor or equivalent,Female,Yes,Married,6,\N,2,4,5,Non-technology Related Job,10,NV,305,236,No,No,0.89,2506,626,1
28,20-39,16571,0.01,0.01,4251090079,4578,Yes,Bachelor or equivalent,Female,Yes,Married,6,\N,2,4,5,Non-technology Related Job,10,NV,305,236,No,No,0.89,5603,800,1
44,40-59,14600,0.03,0.02,4251060044,4579,Yes,Master or equivalent,Female,Yes,Single,13,\N,0,1,45,Technology Related Job,371,VT,309,96,No,No,0.1,3649,608,0
44,40-59,14600,0.03,0.02,4251060044,4579,Yes,Master or equivalent,Female,Yes,Single,13,\N,0,1,45,Technology Related Job,371,VT,309,96,No,No,0.1,2082,1041,0
74,60-79,125500,0.01,0.03,4251093094,4580,Yes,PhD or equivalent,Male,Yes,Single,71,\N,2,7,64,Non-technology Related Job,43,WA,6,111,No,No,0.56,6266,895,0
74,60-79,125500,0.01,0.03,4251093094,4580,Yes,PhD or equivalent,Male,Yes,Single,71,\N,2,7,64,Non-technology Related Job,43,WA,6,111,No,No,0.56,4258,851,0
22,20-39,123529,0.03,0,4251075150,4581,Yes,High School or below,Male,Yes,Married,78,\N,0,5,4,Technology Related Job,403,IN,9,221,No,No,0.77,1596,399,0
22,20-39,123529,0.03,0,4251075150,4581,Yes,High School or below,Male,Yes,Married,78,\N,0,5,4,Technology Related Job,403,IN,9,221,No,No,0.77,2404,601,0
22,20-39,123529,0.03,0,4251075150,4581,Yes,High School or below,Male,Yes,Married,78,\N,0,5,4,Technology Related Job,403,IN,9,221,No,No,0.77,906,906,0
52,40-59,234429,0.01,0.01,4251015055,4582,Yes,High School or below,Female,Yes,Single,16,\N,1,2,23,Non-technology Related Job,76,IA,206,236,No,No,0.23,5586,931,0
52,40-59,234429,0.01,0.01,4251015055,4582,Yes,High School or below,Female,Yes,Single,16,\N,1,2,23,Non-technology Related Job,76,IA,206,236,No,No,0.23,3612,903,0
68,60-79,232458,0.03,0.02,4251075390,4583,Yes,High School or below,Male,Yes,Married,24,\N,0,0,63,Technology Related Job,436,NY,209,96,No,No,0.44,2922,730,0
68,60-79,232458,0.03,0.02,4251075390,4583,Yes,High School or below,Male,Yes,Married,24,\N,0,0,63,Technology Related Job,436,NY,209,96,No,No,0.44,3193,532,0
31,20-39,93359,0.01,0.03,4251081311,4584,Yes,High School or below,Female,Yes,Married,82,\N,1,5,81,Non-technology Related Job,108,ND,406,111,No,No,0.89,5289,755,0
31,20-39,93359,0.01,0.03,4251081311,4584,Yes,High School or below,Female,Yes,Married,82,\N,1,5,81,Non-technology Related Job,108,ND,406,111,No,No,0.89,6396,710,0
31,20-39,93359,0.01,0.03,4251081311,4584,Yes,High School or below,Female,Yes,Married,82,\N,1,5,81,Non-technology Related Job,108,ND,406,111,No,No,0.89,997,498,0
